EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
146,32,No,Travel_Rarely,Sales,2,3,Marketing,1,2,Female,2,1,Sales Representative,4,Married,2756.0,26958,0,Y,Yes,14,3,1,80,1,24,4,3,14,2,2,17
147,54,No,Non-Travel,Research & Development,16,5,Technical Degree,1,2,Female,4,1,Healthcare Representative,1,Single,2117.0,15146,9,Y,No,21,3,1,80,2,30,2,3,26,11,3,14
148,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1,1,Female,1,1,Manufacturing Director,2,Single,12601.0,20513,3,Y,No,22,4,1,80,1,38,2,3,27,15,2,0
149,57,No,Travel_Rarely,Sales,27,5,Life Sciences,1,1,Female,2,3,Manager,1,Married,3828.0,12042,6,Y,No,15,3,1,80,1,2,4,1,16,2,5,8
150,25,No,Travel_Rarely,Sales,9,5,Other,1,1,Female,3,2,Sales Representative,2,Single,15996.0,2831,1,Y,Yes,24,3,2,80,1,38,1,1,1,1,8,5
151,22,No,Travel_Frequently,Human Resources,7,2,Life Sciences,1,3,Male,1,4,Human Resources,1,Single,19031.0,23352,1,Y,No,20,3,3,80,2,37,0,4,35,29,9,17
152,26,No,Non-Travel,Sales,16,2,Marketing,1,2,Male,2,5,Sales Representative,3,Single,14878.0,12973,0,Y,No,25,3,4,80,3,34,2,4,6,4,8,0
153,18,No,Travel_Rarely,Sales,10,3,Human Resources,1,4,Male,1,2,Manager,1,Divorced,7992.0,21865,1,Y,No,19,3,2,80,1,7,4,3,12,1,0,6
154,53,No,Travel_Rarely,Research & Development,24,2,Life Sciences,1,3,Male,1,2,Manufacturing Director,3,Single,14778.0,20501,9,Y,No,23,3,2,80,0,0,6,1,14,5,9,9
155,52,No,Travel_Rarely,Human Resources,22,1,Other,1,1,Male,1,2,Manager,1,Divorced,7771.0,22866,7,Y,No,18,3,4,80,2,4,4,2,24,6,5,5
156,19,No,Travel_Rarely,Sales,9,4,Medical,1,4,Male,2,1,Sales Executive,1,Single,17526.0,20390,7,Y,Yes,17,3,3,80,3,26,3,3,22,12,15,6
157,57,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,4,Male,1,3,Laboratory Technician,4,Single,4435.0,12763,7,Y,No,15,4,2,80,3,25,4,4,21,14,0,5
158,40,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,2,Female,1,4,Research Director,4,Married,7622.0,10488,0,Y,No,19,3,4,80,1,25,1,1,25,21,10,7
159,26,No,Travel_Rarely,Sales,7,5,Life Sciences,1,4,Male,1,1,Manager,2,Married,13852.0,8760,0,Y,Yes,19,3,3,80,2,10,2,4,32,2,3,1
160,51,No,Travel_Rarely,Research & Development,16,4,Other,1,1,Female,3,3,Research Scientist,4,Married,15806.0,10910,9,Y,Yes,20,3,3,80,1,33,3,4,10,4,6,8
161,31,Yes,Travel_Rarely,Research & Development,9,5,Human Resources,1,2,Female,2,2,Healthcare Representative,1,Married,11623.0,7694,3,Y,No,20,3,1,80,0,40,2,1,9,3,3,8
162,21,No,Travel_Rarely,Research & Development,27,2,Life Sciences,1,4,Male,4,3,Manufacturing Director,4,Single,2848.0,24446,5,Y,No,12,3,2,80,3,1,2,3,24,4,8,6
163,47,No,Travel_Rarely,Research & Development,24,2,Human Resources,1,2,Male,3,1,Laboratory Technician,1,Married,3696.0,21463,7,Y,No,14,4,3,80,3,20,1,1,36,23,13,8
164,48,Yes,Travel_Rarely,Research & Development,29,4,Human Resources,1,4,Female,1,2,Research Scientist,3,Married,2717.0,23662,1,Y,Yes,18,3,2,80,2,25,4,3,37,32,9,16
165,55,No,Travel_Rarely,Sales,17,3,Marketing,1,3,Female,1,1,Manager,1,Married,10259.0,2010,2,Y,No,23,4,4,80,3,11,1,4,40,7,4,2
166,28,No,Travel_Rarely,Research & Development,20,2,Medical,1,3,Male,4,4,Research Director,2,Divorced,3786.0,6880,5,Y,No,24,3,2,80,2,8,4,1,23,23,13,15
167,52,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1,Male,4,2,Research Scientist,3,Married,15154.0,18794,9,Y,No,11,3,3,80,1,40,3,2,39,19,8,15
168,25,No,Travel_Rarely,Sales,11,4,Life Sciences,1,3,Male,3,3,Sales Representative,2,Married,14409.0,12846,3,Y,No,23,3,4,80,0,22,1,3,32,15,0,1
169,20,No,Non-Travel,Sales,8,4,Life Sciences,1,3,Male,1,1,Sales Executive,2,Divorced,4791.0,16490,1,Y,No,25,3,4,80,2,4,1,2,16,11,12,10
170,31,No,Travel_Rarely,Research & Development,7,2,Human Resources,1,3,Male,4,5,Healthcare Representative,2,Divorced,4871.0,15517,6,Y,No,15,3,1,80,1,8,6,3,23,12,11,15
171,30,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1,4,Male,3,3,Manufacturing Director,4,Married,2806.0,18982,3,Y,No,18,3,4,80,0,9,5,1,36,24,13,14
172,49,Yes,Travel_Rarely,Sales,19,5,Medical,1,4,Female,4,3,Manager,2,Single,18888.0,19207,7,Y,No,12,3,3,80,3,9,0,2,1,1,3,0
173,51,No,Travel_Rarely,Research & Development,20,5,Other,1,2,Female,1,2,Healthcare Representative,3,Divorced,,26260,7,Y,No,12,3,1,80,0,13,1,1,31,31,6,16
174,36,No,Travel_Rarely,Sales,12,1,Life Sciences,1,4,Female,1,3,Sales Representative,1,Single,19074.0,12589,6,Y,No,23,3,3,80,0,35,5,3,23,23,12,2
175,55,No,Travel_Rarely,Research & Development,7,4,Technical Degree,1,3,Female,1,1,Research Scientist,2,Single,16549.0,7217,9,Y,No,18,3,3,80,0,9,0,3,8,8,1,6
176,33,No,Travel_Rarely,Sales,8,3,Technical Degree,1,4,Female,1,5,Sales Representative,3,Married,4303.0,9086,8,Y,No,20,3,1,80,3,36,6,3,3,3,14,10
177,19,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1,Female,2,4,Research Director,2,Married,17061.0,14306,3,Y,No,22,3,1,80,2,40,4,3,16,12,8,17
178,57,No,Travel_Rarely,Research & Development,6,4,Medical,1,2,Male,2,5,Research Director,1,Divorced,16198.0,2312,6,Y,No,19,3,2,80,2,37,4,4,16,14,2,13
179,34,No,Non-Travel,Human Resources,25,1,Technical Degree,1,2,male,2,1,Human Resources,3,Married,18888.0,13166,9,Y,No,17,3,3,80,0,21,4,3,29,3,3,15
180,51,No,Travel_Frequently,Sales,9,5,Other,1,4,Female,3,2,Sales Representative,3,Divorced,11655.0,8671,9,Y,No,18,3,2,80,1,22,5,2,39,4,11,5
181,59,No,Travel_Rarely,Research & Development,27,5,Life Sciences,1,3,Female,3,1,Research Scientist,1,Single,9924.0,25084,0,Y,No,15,3,4,80,1,15,5,3,10,5,13,1
182,33,No,Travel_Rarely,Sales,13,5,Other,1,2,Male,4,3,Sales Representative,3,Single,10940.0,13930,3,Y,No,11,3,4,80,0,10,0,1,20,15,14,10
183,55,No,Travel_Rarely,Human Resources,7,3,Life Sciences,1,1,Male,4,2,Manager,1,Married,4924.0,4492,1,Y,Yes,14,3,2,80,0,34,4,4,20,8,14,10
184,19,No,Non-Travel,Research & Development,8,3,Marketing,1,1,Female,3,4,Healthcare Representative,3,Divorced,10783.0,12137,8,Y,No,25,3,1,80,1,19,2,2,17,9,3,9
185,19,No,Travel_Rarely,Sales,22,1,Human Resources,1,2,Male,4,4,Manager,3,Married,5485.0,18614,4,Y,Yes,12,3,4,80,0,36,1,4,28,23,7,3
186,43,No,Travel_Rarely,Research & Development,17,3,Technical Degree,1,3,Male,3,1,Research Director,1,Single,13629.0,22124,2,Y,Yes,13,3,1,80,0,40,5,4,23,17,1,16
187,30,No,Travel_Rarely,Research & Development,17,2,Other,1,3,Female,2,3,Laboratory Technician,1,Single,14233.0,12864,3,Y,No,22,4,2,80,2,4,5,4,9,0,4,9
188,48,No,Non-Travel,Research & Development,16,3,Human Resources,1,4,Male,3,4,Healthcare Representative,3,Single,13901.0,17346,5,Y,Yes,13,3,1,80,2,35,5,1,16,6,1,8
189,51,No,Travel_Rarely,Research & Development,22,5,Human Resources,1,4,Female,3,5,Laboratory Technician,3,Married,1191.0,17224,9,Y,No,19,3,3,80,0,12,0,4,17,3,11,12
190,56,No,Non-Travel,Sales,2,1,Human Resources,1,2,Female,4,2,Sales Representative,1,Single,5917.0,16694,0,Y,Yes,23,3,4,80,0,16,4,4,19,4,5,10
191,20,No,Travel_Rarely,Sales,8,4,Human Resources,1,4,Male,4,5,Sales Executive,4,Divorced,6831.0,13646,6,Y,Yes,25,3,1,80,3,25,2,3,36,15,8,9
192,25,No,Travel_Rarely,Research & Development,17,4,Human Resources,1,4,Male,3,4,Research Scientist,1,Married,11160.0,13775,7,Y,No,20,3,1,80,2,19,1,1,17,2,11,4
193,40,No,Non-Travel,Human Resources,13,1,Life Sciences,1,4,Male,1,4,Human Resources,3,Married,14682.0,2043,6,Y,No,25,4,3,80,0,38,1,2,16,13,8,2
194,31,No,Travel_Rarely,Research & Development,18,2,Medical,1,1,Male,4,1,Healthcare Representative,3,Single,13391.0,9532,6,Y,No,14,4,1,80,3,32,4,2,8,0,13,3
195,44,No,Travel_Rarely,Research & Development,24,4,Technical Degree,1,4,Female,3,1,Manufacturing Director,3,Single,2874.0,26476,8,Y,No,12,3,2,80,3,29,2,2,13,0,0,2
196,46,Yes,Travel_Rarely,Research & Development,28,5,Technical Degree,1,2,Male,4,2,Manager,1,Married,10062.0,25662,3,Y,Yes,13,3,2,80,3,15,0,1,28,24,3,9
197,56,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,3,Male,1,1,Healthcare Representative,3,Divorced,5763.0,21841,6,Y,No,13,3,2,80,3,6,5,2,30,20,3,12
198,56,No,Travel_Rarely,Research & Development,28,4,Other,1,4,Male,4,3,Manufacturing Director,4,Married,,7384,8,Y,No,24,3,4,80,2,29,5,1,3,0,0,4
199,18,No,Travel_Rarely,Research & Development,10,5,Life Sciences,1,3,Male,3,2,Laboratory Technician,2,Divorced,,7615,4,Y,No,17,3,1,80,3,1,6,3,17,10,9,12
200,34,No,Travel_Rarely,Research & Development,2,3,Human Resources,1,4,Male,3,3,Manager,4,Divorced,12410.0,23890,1,Y,No,18,3,4,80,2,11,4,3,19,16,1,0
201,58,Yes,Travel_Rarely,Research & Development,2,2,Medical,1,2,Female,1,1,Laboratory Technician,1,Single,15519.0,4995,4,Y,No,23,3,4,80,3,39,1,1,8,3,5,10
202,47,No,Travel_Rarely,Sales,27,5,Technical Degree,1,1,Male,3,2,Manager,3,Single,2051.0,22022,3,Y,No,21,3,1,80,3,0,5,2,12,2,9,2
203,30,No,Non-Travel,Sales,14,5,Other,1,2,Male,1,4,Sales Executive,1,Married,13225.0,15108,7,Y,No,23,3,1,80,1,2,6,1,14,4,14,16
204,38,No,Travel_Rarely,Research & Development,16,1,Marketing,1,1,Male,3,5,Manager,2,Married,10765.0,25901,4,Y,No,16,3,2,80,2,7,1,1,26,6,2,12
205,36,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,4,Female,3,4,Manufacturing Director,1,Single,12382.0,16407,8,Y,No,14,3,4,80,1,25,1,4,14,7,8,15
206,36,No,Travel_Rarely,Sales,21,3,Marketing,1,4,Male,4,3,Sales Executive,3,Married,13580.0,13559,8,Y,Yes,16,3,4,80,1,39,4,1,27,12,2,17
207,42,No,Travel_Rarely,Sales,21,5,Technical Degree,1,1,Female,4,4,Sales Executive,2,Married,12989.0,21668,2,Y,No,23,3,1,80,3,10,3,4,36,17,2,5
208,39,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2,Male,1,4,Manufacturing Director,2,Divorced,12939.0,12534,9,Y,No,21,3,4,80,2,20,6,3,18,13,14,6
209,48,No,Travel_Rarely,Sales,12,5,Technical Degree,1,2,Female,4,5,Manager,3,Single,19489.0,26746,5,Y,No,11,4,3,80,0,4,3,4,25,0,8,14
210,34,No,Travel_Frequently,Sales,28,5,Life Sciences,1,1,Male,2,5,Sales Executive,3,Single,1307.0,6341,5,Y,No,23,4,1,80,3,39,3,1,25,6,2,4
211,40,Yes,Travel_Rarely,Research & Development,23,1,Other,1,4,Female,1,4,Research Scientist,3,Married,4359.0,11831,3,Y,Yes,20,3,2,80,2,25,6,3,24,7,5,15
212,49,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,1,Female,2,5,Healthcare Representative,1,Married,4176.0,2616,9,Y,No,18,3,3,80,1,20,2,4,25,17,5,5
213,27,No,Travel_Rarely,Research & Development,14,2,Marketing,1,4,Female,1,4,Manager,4,Married,2251.0,2239,2,Y,No,11,3,3,80,2,8,4,1,25,8,0,2
214,27,No,Travel_Rarely,Sales,25,1,Medical,1,1,Male,2,2,Sales Executive,1,Divorced,6366.0,8052,0,Y,Yes,25,3,2,80,3,16,6,3,27,0,12,11
215,53,No,Travel_Frequently,Research & Development,4,3,Other,1,4,Female,4,4,Manufacturing Director,1,Divorced,18901.0,8454,6,Y,No,15,3,3,80,2,36,1,4,17,16,12,3
216,25,No,Non-Travel,Sales,26,5,Other,1,1,Female,4,1,Sales Executive,4,Married,7226.0,12048,4,Y,No,12,3,3,80,1,1,6,1,31,18,15,2
217,37,No,Travel_Frequently,Research & Development,4,5,Life Sciences,1,3,Male,3,5,Research Scientist,3,Single,15330.0,11114,9,Y,No,25,3,3,80,2,39,5,1,2,2,6,15
218,49,No,Travel_Rarely,Research & Development,18,2,Marketing,1,4,Male,2,5,Manufacturing Director,3,Married,5891.0,23271,6,Y,No,16,3,4,80,2,27,6,2,1,1,8,15
219,31,No,Travel_Rarely,Research & Development,3,1,Technical Degree,1,2,Female,3,3,Laboratory Technician,4,Married,5992.0,20288,0,Y,No,19,3,3,80,1,26,2,2,32,19,8,14
220,45,Yes,Travel_Rarely,Research & Development,1,1,Marketing,1,1,Male,1,3,Manufacturing Director,4,Divorced,2961.0,24549,7,Y,Yes,15,3,3,80,3,39,3,4,18,3,8,8
221,41,No,Travel_Rarely,Research & Development,17,3,Other,1,2,Female,2,1,Research Director,1,Divorced,13497.0,19196,2,Y,No,14,4,1,80,0,0,0,4,16,9,1,1
222,32,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1,Male,3,5,Manufacturing Director,2,Married,11848.0,6999,6,Y,No,24,3,2,80,1,10,2,4,32,9,0,5
223,39,Yes,Travel_Rarely,Sales,16,1,Marketing,1,2,Male,1,5,Manager,4,Married,14255.0,26026,2,Y,Yes,12,3,4,80,1,38,2,1,11,7,5,13
224,47,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,2,Female,2,3,Research Director,1,Single,5567.0,3730,2,Y,No,22,3,4,80,3,17,4,4,2,0,5,8
225,21,No,Non-Travel,Sales,19,2,Human Resources,1,1,Male,3,3,Sales Representative,2,Single,17079.0,5424,9,Y,No,13,4,2,80,3,26,5,1,25,10,3,9
226,30,No,Travel_Rarely,Sales,7,1,Other,1,1,Female,2,4,Sales Representative,3,Single,7513.0,8062,8,Y,No,16,3,4,80,2,9,2,4,34,26,12,17
227,40,No,Travel_Frequently,  research & development  ,14,3,Medical,1,2,Female,2,5,Human Resources,3,Single,16235.0,4207,1,Y,No,18,3,4,80,1,35,6,1,7,7,7,14
228,25,No,Travel_Rarely,Research & Development,2,5,Medical,1,2,Female,3,5,Manager,1,Married,12755.0,15031,3,Y,No,24,3,4,80,2,20,5,1,35,25,4,3
229,35,No,Travel_Rarely,Research & Development,3,1,Other,1,2,Female,4,4,Manufacturing Director,1,Married,12151.0,15867,5,Y,No,18,3,1,80,2,27,4,2,6,4,6,4
230,29,No,Travel_Rarely,Research & Development,17,1,Human Resources,1,4,Female,4,5,Research Director,4,Married,17567.0,5368,2,Y,No,15,3,1,80,3,0,6,3,35,29,8,5
231,48,No,Travel_Rarely,Research & Development,16,5,Life Sciences,1,4,Male,3,1,Laboratory Technician,3,Married,4358.0,23855,9,Y,Yes,15,3,4,80,3,13,0,1,15,14,12,14
232,31,No,Travel_Rarely,Research & Development,8,4,Marketing,1,3,Female,1,3,Healthcare Representative,1,Married,10590.0,4227,9,Y,No,20,3,2,80,2,19,1,4,23,16,0,1
233,51,No,Travel_Rarely,Research & Development,18,2,Marketing,1,4,Male,3,3,Manager,3,Married,11988.0,26023,6,Y,No,24,3,2,80,1,8,1,2,0,0,8,15
234,35,No,Non-Travel,Research & Development,15,4,Human Resources,1,4,Male,3,3,Manager,3,Single,8678.0,17754,6,Y,No,23,3,1,80,1,26,3,4,24,15,12,4
235,51,No,Non-Travel,Sales,7,3,Human Resources,1,1,Male,2,2,Sales Representative,4,Divorced,6698.0,12452,4,Y,No,13,3,1,80,2,3,3,4,9,6,12,3
236,28,No,Travel_Rarely,Research & Development,27,1,Technical Degree,1,3,Female,4,1,Manufacturing Director,2,Single,2273.0,14817,2,Y,No,25,3,3,80,0,36,0,1,15,15,3,0
237,58,No,Travel_Rarely,Sales,9,4,Technical Degree,1,3,Male,4,1,Sales Representative,4,Divorced,12241.0,15706,1,Y,No,17,3,1,80,0,17,1,1,15,2,6,7
238,29,No,Travel_Rarely,Sales,6,2,Medical,1,4,Male,4,4,Sales Representative,1,Single,18480.0,16362,3,Y,Yes,25,3,4,80,3,30,3,3,7,1,15,9
239,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,1,Female,4,2,Research Scientist,4,Married,10497.0,15226,3,Y,No,23,3,1,80,1,38,5,1,28,15,10,14
240,48,No,Non-Travel,Sales,18,4,Life Sciences,1,1,Male,3,5,Manager,4,Single,10107.0,13109,7,Y,No,16,3,3,80,2,9,2,1,38,11,3,1
241,46,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,3,Female,2,1,Manager,3,Single,12273.0,13712,7,Y,No,25,3,3,80,2,8,4,3,27,2,3,11
242,43,No,Travel_Rarely,Human Resources,26,2,Medical,1,1,Female,4,2,Human Resources,4,Married,9002.0,22764,4,Y,No,11,3,2,80,1,27,6,4,5,0,12,9
243,35,No,Travel_Rarely,Human Resources,24,1,Medical,1,2,Male,4,2,Manager,1,Married,5247.0,20204,5,Y,No,14,3,2,80,3,27,3,3,15,4,15,11
244,49,Yes,Travel_Rarely,Research & Development,14,1,Technical Degree,1,4,Male,2,1,Manufacturing Director,2,Single,10220.0,2188,7,Y,Yes,16,3,4,80,3,12,0,3,19,17,14,8
245,39,No,Travel_Rarely,Sales,14,3,Marketing,1,2,Female,3,4,Sales Representative,4,Married,11703.0,11414,0,Y,No,21,3,1,80,0,17,6,3,15,10,13,7
246,55,Yes,Travel_Rarely,Human Resources,14,2,Life Sciences,1,3,Male,3,2,Manager,4,Single,16472.0,7221,4,Y,Yes,16,3,3,80,1,11,1,2,6,3,14,1
247,34,Yes,Non-Travel,Research & Development,25,5,Medical,1,3,Male,3,3,Laboratory Technician,2,Married,17654.0,10670,3,Y,Yes,21,3,3,80,1,7,0,4,40,16,3,6
248,40,Yes,Travel_Rarely,Human Resources,4,1,Technical Degree,1,1,Male,4,2,Manager,1,Divorced,18570.0,8746,3,Y,No,24,3,2,80,2,22,4,2,13,8,5,3
249,41,No,Travel_Rarely,Human Resources,4,2,Technical Degree,1,1,Male,4,5,Human Resources,1,Divorced,13392.0,16331,1,Y,No,25,3,2,80,1,4,4,2,25,5,4,7
250,25,No,Non-Travel,Research & Development,15,1,Technical Degree,1,3,Male,4,1,Research Director,4,Married,12956.0,13254,9,Y,Yes,22,3,1,80,0,6,0,1,25,23,1,12
251,58,No,Travel_Rarely,Sales,15,4,Marketing,1,3,Male,3,5,Sales Executive,3,Single,16641.0,12217,0,Y,Yes,22,3,3,80,1,14,3,3,13,10,8,2
252,23,No,Travel_Rarely,Research & Development,18,4,Medical,1,2,Female,4,4,Research Scientist,4,Single,14998.0,17583,5,Y,No,13,3,2,80,2,2,3,3,6,3,10,4
253,22,No,Travel_Frequently,Research & Development,14,2,Human Resources,1,2,Male,1,3,Laboratory Technician,2,Divorced,7305.0,6612,6,Y,No,16,3,1,80,0,17,1,2,32,24,5,7
254,46,No,Travel_Rarely,Research & Development,26,3,Human Resources,1,1,Female,2,1,Manager,2,Single,19782.0,20272,4,Y,Yes,22,3,1,80,2,37,5,1,25,1,9,1
255,45,Yes,Travel_Rarely,Sales,1,5,Technical Degree,1,2,Male,1,2,Sales Representative,2,Divorced,13721.0,3550,7,Y,No,20,3,1,80,1,25,1,1,19,8,5,9
256,28,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,1,Male,1,3,Research Scientist,4,Married,7995.0,17800,8,Y,No,16,3,2,80,3,37,2,1,2,0,8,15
257,18,No,Travel_Rarely,Human Resources,29,3,Marketing,1,1,Female,4,2,Human Resources,4,Divorced,13427.0,25443,1,Y,No,22,3,2,80,1,32,5,4,3,0,0,3
258,60,No,Travel_Rarely,Research & Development,20,5,Technical Degree,1,4,Female,2,4,Manufacturing Director,1,Married,14782.0,16565,3,Y,No,19,3,2,80,1,20,6,2,25,5,6,13
259,36,Yes,Travel_Rarely,Research & Development,10,4,Other,1,1,Female,1,1,Research Scientist,3,Married,3230.0,7233,8,Y,Yes,19,3,4,80,2,16,2,4,10,2,2,2
260,26,Yes,Travel_Rarely,Sales,10,5,Medical,1,2,Female,3,4,Manager,4,Married,7511.0,24019,4,Y,No,12,3,4,80,3,1,1,1,1,1,3,9
261,44,No,Travel_Rarely,Research & Development,27,1,Technical Degree,1,3,Female,3,4,Manager,1,Divorced,17512.0,13447,2,Y,No,14,3,4,80,1,24,5,1,13,5,0,12
262,51,No,Travel_Rarely,Human Resources,24,2,Technical Degree,1,3,Male,3,4,Human Resources,4,Divorced,10461.0,16036,5,Y,No,19,3,2,80,0,40,5,1,29,6,2,4
263,21,No,Travel_Rarely,Sales,2,4,Medical,1,2,Female,3,4,Manager,1,Married,5765.0,12998,2,Y,No,25,3,2,80,0,18,2,3,11,0,13,16
264,53,No,Non-Travel,Research & Development,29,4,Life Sciences,1,3,Female,2,2,Manufacturing Director,1,Married,14272.0,2033,4,Y,No,24,4,4,80,2,37,0,2,25,22,13,16
265,35,No,Non-Travel,Research & Development,28,1,Other,1,1,Female,3,5,Healthcare Representative,3,Married,6552.0,26871,2,Y,Yes,23,3,3,80,2,24,3,3,32,0,13,10
266,32,No,Travel_Rarely,Research & Development,27,4,Other,1,3,Female,2,2,Manager,4,Married,1627.0,13971,5,Y,Yes,14,3,3,80,3,38,5,4,12,4,6,17
267,30,No,Travel_Rarely,Research & Development,8,4,Human Resources,1,2,Female,2,3,Research Director,1,Divorced,12989.0,3429,9,Y,Yes,18,3,3,80,2,3,6,3,13,5,13,16
268,36,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3,Male,2,4,Manufacturing Director,2,Married,14780.0,23630,4,Y,No,20,3,3,80,3,2,6,2,23,12,5,10
269,23,No,Travel_Rarely,Research & Development,1,4,Medical,1,1,Female,2,3,Manufacturing Director,2,Married,7589.0,12381,8,Y,No,22,4,4,80,1,33,5,3,33,33,12,14
270,29,No,Travel_Frequently,Sales,4,4,Human Resources,1,1,Female,4,2,Sales Executive,2,Married,3044.0,3987,2,Y,No,13,3,1,80,0,9,2,1,25,14,0,7
271,54,No,Travel_Rarely,Research & Development,7,3,Marketing,1,2,Female,1,4,Research Scientist,3,Married,14171.0,24655,5,Y,Yes,13,4,1,80,0,26,5,4,20,14,14,11
272,34,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2,Female,4,2,Manager,1,Divorced,19725.0,21266,7,Y,No,19,3,3,80,0,25,2,4,27,12,8,16
273,40,No,Travel_Frequently,Research & Development,16,1,Technical Degree,1,2,Male,1,4,Research Director,3,Married,6884.0,17260,6,Y,No,21,3,2,80,2,26,0,1,35,25,3,4
274,43,No,Travel_Rarely,Human Resources,5,4,Life Sciences,1,4,Female,4,2,Manager,4,Single,9185.0,12969,5,Y,No,20,3,3,80,2,0,6,1,39,13,6,3
275,46,No,Non-Travel,Research & Development,2,5,Technical Degree,1,4,Female,3,1,Manager,4,Married,1249.0,13889,1,Y,No,18,3,3,80,1,19,5,1,1,1,15,10
276,50,Yes,Travel_Rarely,Research & Development,28,5,Technical Degree,1,1,Female,2,5,Manager,1,Single,18358.0,18246,6,Y,Yes,11,3,1,80,2,24,4,2,8,5,3,7
277,44,No,Travel_Rarely,Research & Development,23,1,Technical Degree,1,4,Male,3,5,Laboratory Technician,2,Married,10175.0,17709,7,Y,No,20,4,2,80,3,9,1,3,22,6,6,15
278,42,No,Non-Travel,Research & Development,11,3,Life Sciences,1,4,Female,3,4,Research Scientist,1,Divorced,17260.0,3547,0,Y,No,24,3,1,80,0,0,6,4,14,13,4,15
279,27,No,Travel_Rarely,Research & Development,18,1,Other,1,3,Male,3,1,Research Director,1,Married,3672.0,18846,8,Y,Yes,12,3,2,80,1,15,0,3,12,9,0,2
280,40,No,Travel_Rarely,Research & Development,25,3,Marketing,1,4,Female,4,3,Manufacturing Director,1,Divorced,8279.0,13507,3,Y,No,13,3,4,80,3,10,4,1,22,9,14,11
281,38,No,Travel_Rarely,Research & Development,25,2,Other,1,3,Male,3,1,Manager,3,Single,9662.0,25091,7,Y,No,24,3,1,80,3,3,6,1,16,16,3,12
282,38,No,Travel_Rarely,Research & Development,19,5,Medical,1,2,Female,2,4,Manufacturing Director,4,Divorced,2987.0,23689,9,Y,No,21,3,4,80,2,34,0,3,1,1,14,0
283,60,No,Travel_Rarely,Research & Development,13,5,Medical,1,3,Male,2,1,Laboratory Technician,1,Married,17474.0,2513,6,Y,No,12,4,4,80,2,12,3,4,19,7,2,3
284,30,No,Travel_Rarely,Sales,24,5,Other,1,3,Male,1,3,Sales Executive,1,Single,13948.0,14288,9,Y,Yes,13,3,3,80,0,20,0,2,19,3,5,5
285,54,Yes,Travel_Rarely,Research & Development,11,3,Marketing,1,2,Female,4,4,Manager,1,Married,14026.0,15550,6,Y,No,18,3,2,80,1,14,0,3,2,1,5,4
286,50,No,Travel_Rarely,Sales,20,1,Marketing,1,2,Male,2,5,Sales Executive,3,Divorced,3773.0,7174,1,Y,No,21,4,1,80,3,9,3,1,11,7,15,4
287,41,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,1,Female,2,1,Laboratory Technician,3,Single,14159.0,5566,0,Y,Yes,21,4,3,80,2,37,5,1,39,26,0,9
288,28,No,Travel_Rarely,Research & Development,17,5,Technical Degree,1,1,Female,4,5,Research Director,3,Married,10878.0,22187,3,Y,No,22,3,1,80,2,10,1,2,1,0,13,17
289,34,No,Travel_Frequently,Sales,5,5,Medical,1,1,Female,3,5,Sales Representative,1,Divorced,11178.0,5938,1,Y,Yes,24,4,4,80,1,31,4,3,35,31,13,1
290,21,No,Travel_Frequently,Research & Development,13,5,Technical Degree,1,1,Male,2,2,Research Scientist,2,Single,11377.0,3471,7,Y,No,16,3,1,80,1,32,6,2,13,3,15,15
291,42,No,Non-Travel,Sales,27,5,Technical Degree,1,3,Female,3,3,Sales Executive,2,Married,8347.0,26387,9,Y,Yes,25,4,1,80,2,19,2,2,15,1,10,14
292,47,No,Non-Travel,Sales,20,2,Marketing,1,3,Male,2,1,Sales Representative,2,Married,2008.0,18721,6,Y,Yes,24,3,3,80,2,35,1,4,18,13,1,4
293,26,No,Travel_Rarely,Research & Development,1,5,Life Sciences,1,1,Female,1,5,Healthcare Representative,4,Married,4783.0,9051,7,Y,No,17,3,2,80,0,29,6,4,33,17,12,8
