EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryBand,SatisfactionScore,AttritionBinary
137,24,No,Travel_Rarely,Research & Development,29,5,Human Resources,2,Female,1,1,Laboratory Technician,4,Married,6592,11210,6,No,19,3,2,2,38,3,4,35,24,0,12,18-25,6K-10K,3.33,0
138,39,No,Non-Travel,Research & Development,26,4,Other,2,Female,2,4,Research Scientist,2,Divorced,19108,9796,2,No,15,3,1,3,7,4,2,20,1,13,12,36-45,> 10K,2.0,0
139,24,No,Travel_Rarely,Research & Development,14,1,Life Sciences,2,Female,4,3,Research Director,4,Married,18270,13612,3,No,16,3,2,0,25,0,1,16,5,7,12,18-25,> 10K,2.33,0
140,20,No,Non-Travel,Research & Development,26,1,Technical Degree,4,Female,1,4,Manager,1,Married,11997,26975,2,Yes,13,4,1,2,33,0,4,32,2,9,3,18-25,> 10K,3.0,0
141,18,No,Non-Travel,Human Resources,26,5,Life Sciences,3,Female,1,5,Manager,3,Single,1721,23074,6,No,18,3,4,0,8,4,2,9,0,1,4,18-25,< 3K,2.67,0
142,53,No,Travel_Rarely,Sales,10,2,Technical Degree,1,Female,3,5,Sales Executive,2,Married,10104,3456,6,No,20,3,4,2,9,5,3,11,0,12,12,46-60,> 10K,2.0,0
143,42,Yes,Non-Travel,Research & Development,17,1,Medical,3,Female,3,4,Laboratory Technician,2,Married,1870,3595,3,No,21,3,3,3,0,4,3,15,2,8,8,36-45,< 3K,2.67,1
144,54,Yes,Travel_Rarely,Research & Development,21,2,Other,3,Male,2,2,Healthcare Representative,4,Divorced,7751,26692,6,No,23,3,1,0,7,1,4,40,4,10,16,46-60,6K-10K,3.67,1
145,18,No,Travel_Rarely,Sales,14,3,Medical,2,Female,2,2,Sales Executive,1,Married,17881,9986,4,Yes,14,4,2,3,9,0,1,31,12,6,2,18-25,> 10K,1.33,0
146,32,No,Travel_Rarely,Sales,2,3,Marketing,2,Female,2,1,Sales Representative,4,Married,2756,26958,0,Yes,14,3,1,1,24,4,3,14,2,2,17,26-35,< 3K,3.0,0
147,54,No,Non-Travel,Research & Development,16,5,Technical Degree,2,Female,4,1,Healthcare Representative,1,Single,2117,15146,9,No,21,3,1,2,30,2,3,26,11,3,14,46-60,< 3K,2.0,0
148,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1,Female,1,1,Manufacturing Director,2,Single,12601,20513,3,No,22,4,1,1,38,2,3,27,15,2,0,26-35,> 10K,2.0,0
149,57,No,Travel_Rarely,Sales,27,5,Life Sciences,1,Female,2,3,Manager,1,Married,3828,12042,6,No,15,3,1,1,2,4,1,16,2,5,8,46-60,3K-6K,1.0,0
150,25,No,Travel_Rarely,Sales,9,5,Other,1,Female,3,2,Sales Representative,2,Single,15996,2831,1,Yes,24,3,2,1,38,1,1,1,1,8,5,18-25,> 10K,1.33,0
151,22,No,Travel_Frequently,Human Resources,7,2,Life Sciences,3,Male,1,4,Human Resources,1,Single,19031,23352,1,No,20,3,3,2,37,0,4,35,29,9,17,18-25,> 10K,2.67,0
152,26,No,Non-Travel,Sales,16,2,Marketing,2,Male,2,5,Sales Representative,3,Single,14878,12973,0,No,25,3,4,3,34,2,4,6,4,8,0,26-35,> 10K,3.0,0
153,18,No,Travel_Rarely,Sales,10,3,Human Resources,4,Male,1,2,Manager,1,Divorced,7992,21865,1,No,19,3,2,1,7,4,3,12,1,0,6,18-25,6K-10K,2.67,0
154,53,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,1,2,Manufacturing Director,3,Single,14778,20501,9,No,23,3,2,0,0,6,1,14,5,9,9,46-60,> 10K,2.33,0
155,52,No,Travel_Rarely,Human Resources,22,1,Other,1,Male,1,2,Manager,1,Divorced,7771,22866,7,No,18,3,4,2,4,4,2,24,6,5,5,46-60,6K-10K,1.33,0
156,19,No,Travel_Rarely,Sales,9,4,Medical,4,Male,2,1,Sales Executive,1,Single,17526,20390,7,Yes,17,3,3,3,26,3,3,22,12,15,6,18-25,> 10K,2.67,0
157,57,No,Travel_Rarely,Research & Development,22,1,Life Sciences,4,Male,1,3,Laboratory Technician,4,Single,4435,12763,7,No,15,4,2,3,25,4,4,21,14,0,5,46-60,3K-6K,4.0,0
158,40,No,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Female,1,4,Research Director,4,Married,7622,10488,0,No,19,3,4,1,25,1,1,25,21,10,7,36-45,6K-10K,2.33,0
159,26,No,Travel_Rarely,Sales,7,5,Life Sciences,4,Male,1,1,Manager,2,Married,13852,8760,0,Yes,19,3,3,2,10,2,4,32,2,3,1,26-35,> 10K,3.33,0
160,51,No,Travel_Rarely,Research & Development,16,4,Other,1,Female,3,3,Research Scientist,4,Married,15806,10910,9,Yes,20,3,3,1,33,3,4,10,4,6,8,46-60,> 10K,3.0,0
161,31,Yes,Travel_Rarely,Research & Development,9,5,Human Resources,2,Female,2,2,Healthcare Representative,1,Married,11623,7694,3,No,20,3,1,0,40,2,1,9,3,3,8,26-35,> 10K,1.33,1
162,21,No,Travel_Rarely,Research & Development,27,2,Life Sciences,4,Male,4,3,Manufacturing Director,4,Single,2848,24446,5,No,12,3,2,3,1,2,3,24,4,8,6,18-25,< 3K,3.67,0
163,47,No,Travel_Rarely,Research & Development,24,2,Human Resources,2,Male,3,1,Laboratory Technician,1,Married,3696,21463,7,No,14,4,3,3,20,1,1,36,23,13,8,46-60,3K-6K,1.33,0
164,48,Yes,Travel_Rarely,Research & Development,29,4,Human Resources,4,Female,1,2,Research Scientist,3,Married,2717,23662,1,Yes,18,3,2,2,25,4,3,37,32,9,16,46-60,< 3K,3.33,1
165,55,No,Travel_Rarely,Sales,17,3,Marketing,3,Female,1,1,Manager,1,Married,10259,2010,2,No,23,4,4,3,11,1,4,40,7,4,2,46-60,> 10K,2.67,0
166,28,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,4,4,Research Director,2,Divorced,3786,6880,5,No,24,3,2,2,8,4,1,23,23,13,15,26-35,3K-6K,2.0,0
167,52,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Male,4,2,Research Scientist,3,Married,15154,18794,9,No,11,3,3,1,40,3,2,39,19,8,15,46-60,> 10K,2.0,0
168,25,No,Travel_Rarely,Sales,11,4,Life Sciences,3,Male,3,3,Sales Representative,2,Married,14409,12846,3,No,23,3,4,0,22,1,3,32,15,0,1,18-25,> 10K,2.67,0
169,20,No,Non-Travel,Sales,8,4,Life Sciences,3,Male,1,1,Sales Executive,2,Divorced,4791,16490,1,No,25,3,4,2,4,1,2,16,11,12,10,18-25,3K-6K,2.33,0
170,31,No,Travel_Rarely,Research & Development,7,2,Human Resources,3,Male,4,5,Healthcare Representative,2,Divorced,4871,15517,6,No,15,3,1,1,8,6,3,23,12,11,15,26-35,3K-6K,2.67,0
171,30,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Male,3,3,Manufacturing Director,4,Married,2806,18982,3,No,18,3,4,0,9,5,1,36,24,13,14,26-35,< 3K,3.0,0
172,49,Yes,Travel_Rarely,Sales,19,5,Medical,4,Female,4,3,Manager,2,Single,18888,19207,7,No,12,3,3,3,9,0,2,1,1,3,0,46-60,> 10K,2.67,1
173,51,No,Travel_Rarely,Research & Development,20,5,Other,2,Female,1,2,Healthcare Representative,3,Divorced,10457,26260,7,No,12,3,1,0,13,1,1,31,31,6,16,46-60,> 10K,2.0,0
174,36,No,Travel_Rarely,Sales,12,1,Life Sciences,4,Female,1,3,Sales Representative,1,Single,19074,12589,6,No,23,3,3,0,35,5,3,23,23,12,2,36-45,> 10K,2.67,0
175,55,No,Travel_Rarely,Research & Development,7,4,Technical Degree,3,Female,1,1,Research Scientist,2,Single,16549,7217,9,No,18,3,3,0,9,0,3,8,8,1,6,46-60,> 10K,2.67,0
176,33,No,Travel_Rarely,Sales,8,3,Technical Degree,4,Female,1,5,Sales Representative,3,Married,4303,9086,8,No,20,3,1,3,36,6,3,3,3,14,10,26-35,3K-6K,3.33,0
177,19,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,4,Research Director,2,Married,17061,14306,3,No,22,3,1,2,40,4,3,16,12,8,17,18-25,> 10K,2.0,0
178,57,No,Travel_Rarely,Research & Development,6,4,Medical,2,Male,2,5,Research Director,1,Divorced,16198,2312,6,No,19,3,2,2,37,4,4,16,14,2,13,46-60,> 10K,2.33,0
179,34,No,Non-Travel,Human Resources,25,1,Technical Degree,2,Male,2,1,Human Resources,3,Married,18888,13166,9,No,17,3,3,0,21,4,3,29,3,3,15,26-35,> 10K,2.67,0
180,51,No,Travel_Frequently,Sales,9,5,Other,4,Female,3,2,Sales Representative,3,Divorced,11655,8671,9,No,18,3,2,1,22,5,2,39,4,11,5,46-60,> 10K,3.0,0
181,59,No,Travel_Rarely,Research & Development,27,5,Life Sciences,3,Female,3,1,Research Scientist,1,Single,9924,25084,0,No,15,3,4,1,15,5,3,10,5,13,1,46-60,6K-10K,2.33,0
182,33,No,Travel_Rarely,Sales,13,5,Other,2,Male,4,3,Sales Representative,3,Single,10940,13930,3,No,11,3,4,0,10,0,1,20,15,14,10,26-35,> 10K,2.0,0
183,55,No,Travel_Rarely,Human Resources,7,3,Life Sciences,1,Male,4,2,Manager,1,Married,4924,4492,1,Yes,14,3,2,0,34,4,4,20,8,14,10,46-60,3K-6K,2.0,0
184,19,No,Non-Travel,Research & Development,8,3,Marketing,1,Female,3,4,Healthcare Representative,3,Divorced,10783,12137,8,No,25,3,1,1,19,2,2,17,9,3,9,18-25,> 10K,2.0,0
185,19,No,Travel_Rarely,Sales,22,1,Human Resources,2,Male,4,4,Manager,3,Married,5485,18614,4,Yes,12,3,4,0,36,1,4,28,23,7,3,18-25,3K-6K,3.0,0
186,43,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Director,1,Single,13629,22124,2,Yes,13,3,1,0,40,5,4,23,17,1,16,36-45,> 10K,2.67,0
187,30,No,Travel_Rarely,Research & Development,17,2,Other,3,Female,2,3,Laboratory Technician,1,Single,14233,12864,3,No,22,4,2,2,4,5,4,9,0,4,9,26-35,> 10K,2.67,0
188,48,No,Non-Travel,Research & Development,16,3,Human Resources,4,Male,3,4,Healthcare Representative,3,Single,13901,17346,5,Yes,13,3,1,2,35,5,1,16,6,1,8,46-60,> 10K,2.67,0
189,51,No,Travel_Rarely,Research & Development,22,5,Human Resources,4,Female,3,5,Laboratory Technician,3,Married,1191,17224,9,No,19,3,3,0,12,0,4,17,3,11,12,46-60,< 3K,3.67,0
190,56,No,Non-Travel,Sales,2,1,Human Resources,2,Female,4,2,Sales Representative,1,Single,5917,16694,0,Yes,23,3,4,0,16,4,4,19,4,5,10,46-60,3K-6K,2.33,0
191,20,No,Travel_Rarely,Sales,8,4,Human Resources,4,Male,4,5,Sales Executive,4,Divorced,6831,13646,6,Yes,25,3,1,3,25,2,3,36,15,8,9,18-25,6K-10K,3.67,0
192,25,No,Travel_Rarely,Research & Development,17,4,Human Resources,4,Male,3,4,Research Scientist,1,Married,11160,13775,7,No,20,3,1,2,19,1,1,17,2,11,4,18-25,> 10K,2.0,0
193,40,No,Non-Travel,Human Resources,13,1,Life Sciences,4,Male,1,4,Human Resources,3,Married,14682,2043,6,No,25,4,3,0,38,1,2,16,13,8,2,36-45,> 10K,3.0,0
194,31,No,Travel_Rarely,Research & Development,18,2,Medical,1,Male,4,1,Healthcare Representative,3,Single,13391,9532,6,No,14,4,1,3,32,4,2,8,0,13,3,26-35,> 10K,2.0,0
195,44,No,Travel_Rarely,Research & Development,24,4,Technical Degree,4,Female,3,1,Manufacturing Director,3,Single,2874,26476,8,No,12,3,2,3,29,2,2,13,0,0,2,36-45,< 3K,3.0,0
196,46,Yes,Travel_Rarely,Research & Development,28,5,Technical Degree,2,Male,4,2,Manager,1,Married,10062,25662,3,Yes,13,3,2,3,15,0,1,28,24,3,9,46-60,> 10K,1.33,1
197,56,No,Travel_Rarely,Research & Development,22,4,Life Sciences,3,Male,1,1,Healthcare Representative,3,Divorced,5763,21841,6,No,13,3,2,3,6,5,2,30,20,3,12,46-60,3K-6K,2.67,0
198,56,No,Travel_Rarely,Research & Development,28,4,Other,4,Male,4,3,Manufacturing Director,4,Married,10462,7384,8,No,24,3,4,2,29,5,1,3,0,0,4,46-60,> 10K,3.0,0
199,18,No,Travel_Rarely,Research & Development,10,5,Life Sciences,3,Male,3,2,Laboratory Technician,2,Divorced,10457,7615,4,No,17,3,1,3,1,6,3,17,10,9,12,18-25,> 10K,2.67,0
200,34,No,Travel_Rarely,Research & Development,2,3,Human Resources,4,Male,3,3,Manager,4,Divorced,12410,23890,1,No,18,3,4,2,11,4,3,19,16,1,0,26-35,> 10K,3.67,0
201,58,Yes,Travel_Rarely,Research & Development,2,2,Medical,2,Female,1,1,Laboratory Technician,1,Single,15519,4995,4,No,23,3,4,3,39,1,1,8,3,5,10,46-60,> 10K,1.33,1
202,47,No,Travel_Rarely,Sales,27,5,Technical Degree,1,Male,3,2,Manager,3,Single,2051,22022,3,No,21,3,1,3,0,5,2,12,2,9,2,46-60,< 3K,2.0,0
203,30,No,Non-Travel,Sales,14,5,Other,2,Male,1,4,Sales Executive,1,Married,13225,15108,7,No,23,3,1,1,2,6,1,14,4,14,16,26-35,> 10K,1.33,0
204,38,No,Travel_Rarely,Research & Development,16,1,Marketing,1,Male,3,5,Manager,2,Married,10765,25901,4,No,16,3,2,2,7,1,1,26,6,2,12,36-45,> 10K,1.33,0
205,36,No,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Female,3,4,Manufacturing Director,1,Single,12382,16407,8,No,14,3,4,1,25,1,4,14,7,8,15,36-45,> 10K,3.0,0
206,36,No,Travel_Rarely,Sales,21,3,Marketing,4,Male,4,3,Sales Executive,3,Married,13580,13559,8,Yes,16,3,4,1,39,4,1,27,12,2,17,36-45,> 10K,2.67,0
207,42,No,Travel_Rarely,Sales,21,5,Technical Degree,1,Female,4,4,Sales Executive,2,Married,12989,21668,2,No,23,3,1,3,10,3,4,36,17,2,5,36-45,> 10K,2.33,0
208,39,No,Travel_Rarely,Research & Development,24,3,Life Sciences,2,Male,1,4,Manufacturing Director,2,Divorced,12939,12534,9,No,21,3,4,2,20,6,3,18,13,14,6,36-45,> 10K,2.33,0
209,48,No,Travel_Rarely,Sales,12,5,Technical Degree,2,Female,4,5,Manager,3,Single,19489,26746,5,No,11,4,3,0,4,3,4,25,0,8,14,46-60,> 10K,3.0,0
210,34,No,Travel_Frequently,Sales,28,5,Life Sciences,1,Male,2,5,Sales Executive,3,Single,1307,6341,5,No,23,4,1,3,39,3,1,25,6,2,4,26-35,< 3K,1.67,0
211,40,Yes,Travel_Rarely,Research & Development,23,1,Other,4,Female,1,4,Research Scientist,3,Married,4359,11831,3,Yes,20,3,2,2,25,6,3,24,7,5,15,36-45,3K-6K,3.33,1
212,49,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Female,2,5,Healthcare Representative,1,Married,4176,2616,9,No,18,3,3,1,20,2,4,25,17,5,5,46-60,3K-6K,2.0,0
213,27,No,Travel_Rarely,Research & Development,14,2,Marketing,4,Female,1,4,Manager,4,Married,2251,2239,2,No,11,3,3,2,8,4,1,25,8,0,2,26-35,< 3K,3.0,0
214,27,No,Travel_Rarely,Sales,25,1,Medical,1,Male,2,2,Sales Executive,1,Divorced,6366,8052,0,Yes,25,3,2,3,16,6,3,27,0,12,11,26-35,6K-10K,1.67,0
215,53,No,Travel_Frequently,Research & Development,4,3,Other,4,Female,4,4,Manufacturing Director,1,Divorced,18901,8454,6,No,15,3,3,2,36,1,4,17,16,12,3,46-60,> 10K,3.0,0
216,25,No,Non-Travel,Sales,26,5,Other,1,Female,4,1,Sales Executive,4,Married,7226,12048,4,No,12,3,3,1,1,6,1,31,18,15,2,18-25,6K-10K,2.0,0
217,37,No,Travel_Frequently,Research & Development,4,5,Life Sciences,3,Male,3,5,Research Scientist,3,Single,15330,11114,9,No,25,3,3,2,39,5,1,2,2,6,15,36-45,> 10K,2.33,0
218,49,No,Travel_Rarely,Research & Development,18,2,Marketing,4,Male,2,5,Manufacturing Director,3,Married,5891,23271,6,No,16,3,4,2,27,6,2,1,1,8,15,46-60,3K-6K,3.0,0
219,31,No,Travel_Rarely,Research & Development,3,1,Technical Degree,2,Female,3,3,Laboratory Technician,4,Married,5992,20288,0,No,19,3,3,1,26,2,2,32,19,8,14,26-35,3K-6K,2.67,0
220,45,Yes,Travel_Rarely,Research & Development,1,1,Marketing,1,Male,1,3,Manufacturing Director,4,Divorced,2961,24549,7,Yes,15,3,3,3,39,3,4,18,3,8,8,36-45,< 3K,3.0,1
221,41,No,Travel_Rarely,Research & Development,17,3,Other,2,Female,2,1,Research Director,1,Divorced,13497,19196,2,No,14,4,1,0,0,0,4,16,9,1,1,36-45,> 10K,2.33,0
222,32,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Male,3,5,Manufacturing Director,2,Married,11848,6999,6,No,24,3,2,1,10,2,4,32,9,0,5,26-35,> 10K,2.33,0
223,39,Yes,Travel_Rarely,Sales,16,1,Marketing,2,Male,1,5,Manager,4,Married,14255,26026,2,Yes,12,3,4,1,38,2,1,11,7,5,13,36-45,> 10K,2.33,1
224,47,No,Travel_Rarely,Research & Development,5,4,Technical Degree,2,Female,2,3,Research Director,1,Single,5567,3730,2,No,22,3,4,3,17,4,4,2,0,5,8,46-60,3K-6K,2.33,0
225,21,No,Non-Travel,Sales,19,2,Human Resources,1,Male,3,3,Sales Representative,2,Single,17079,5424,9,No,13,4,2,3,26,5,1,25,10,3,9,18-25,> 10K,1.33,0
226,30,No,Travel_Rarely,Sales,7,1,Other,1,Female,2,4,Sales Representative,3,Single,7513,8062,8,No,16,3,4,2,9,2,4,34,26,12,17,26-35,6K-10K,2.67,0
227,40,No,Travel_Frequently,Research & Development,14,3,Medical,2,Female,2,5,Human Resources,3,Single,16235,4207,1,No,18,3,4,1,35,6,1,7,7,7,14,36-45,> 10K,2.0,0
228,25,No,Travel_Rarely,Research & Development,2,5,Medical,2,Female,3,5,Manager,1,Married,12755,15031,3,No,24,3,4,2,20,5,1,35,25,4,3,18-25,> 10K,1.33,0
229,35,No,Travel_Rarely,Research & Development,3,1,Other,2,Female,4,4,Manufacturing Director,1,Married,12151,15867,5,No,18,3,1,2,27,4,2,6,4,6,4,26-35,> 10K,1.67,0
230,29,No,Travel_Rarely,Research & Development,17,1,Human Resources,4,Female,4,5,Research Director,4,Married,17567,5368,2,No,15,3,1,3,0,6,3,35,29,8,5,26-35,> 10K,3.67,0
231,48,No,Travel_Rarely,Research & Development,16,5,Life Sciences,4,Male,3,1,Laboratory Technician,3,Married,4358,23855,9,Yes,15,3,4,3,13,0,1,15,14,12,14,46-60,3K-6K,2.67,0
232,31,No,Travel_Rarely,Research & Development,8,4,Marketing,3,Female,1,3,Healthcare Representative,1,Married,10590,4227,9,No,20,3,2,2,19,1,4,23,16,0,1,26-35,> 10K,2.67,0
233,51,No,Travel_Rarely,Research & Development,18,2,Marketing,4,Male,3,3,Manager,3,Married,11988,26023,6,No,24,3,2,1,8,1,2,0,0,8,15,46-60,> 10K,3.0,0
234,35,No,Non-Travel,Research & Development,15,4,Human Resources,4,Male,3,3,Manager,3,Single,8678,17754,6,No,23,3,1,1,26,3,4,24,15,12,4,26-35,6K-10K,3.67,0
235,51,No,Non-Travel,Sales,7,3,Human Resources,1,Male,2,2,Sales Representative,4,Divorced,6698,12452,4,No,13,3,1,2,3,3,4,9,6,12,3,46-60,6K-10K,3.0,0
236,28,No,Travel_Rarely,Research & Development,27,1,Technical Degree,3,Female,4,1,Manufacturing Director,2,Single,2273,14817,2,No,25,3,3,0,36,0,1,15,15,3,0,26-35,< 3K,2.0,0
237,58,No,Travel_Rarely,Sales,9,4,Technical Degree,3,Male,4,1,Sales Representative,4,Divorced,12241,15706,1,No,17,3,1,0,17,1,1,15,2,6,7,46-60,> 10K,2.67,0
238,29,No,Travel_Rarely,Sales,6,2,Medical,4,Male,4,4,Sales Representative,1,Single,18480,16362,3,Yes,25,3,4,3,30,3,3,7,1,15,9,26-35,> 10K,2.67,0
239,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,4,2,Research Scientist,4,Married,10497,15226,3,No,23,3,1,1,38,5,1,28,15,10,14,26-35,> 10K,2.0,0
240,48,No,Non-Travel,Sales,18,4,Life Sciences,1,Male,3,5,Manager,4,Single,10107,13109,7,No,16,3,3,2,9,2,1,38,11,3,1,46-60,> 10K,2.0,0
241,46,No,Travel_Rarely,Human Resources,25,1,Human Resources,3,Female,2,1,Manager,3,Single,12273,13712,7,No,25,3,3,2,8,4,3,27,2,3,11,46-60,> 10K,3.0,0
242,43,No,Travel_Rarely,Human Resources,26,2,Medical,1,Female,4,2,Human Resources,4,Married,9002,22764,4,No,11,3,2,1,27,6,4,5,0,12,9,36-45,6K-10K,3.0,0
243,35,No,Travel_Rarely,Human Resources,24,1,Medical,2,Male,4,2,Manager,1,Married,5247,20204,5,No,14,3,2,3,27,3,3,15,4,15,11,26-35,3K-6K,2.0,0
244,49,Yes,Travel_Rarely,Research & Development,14,1,Technical Degree,4,Male,2,1,Manufacturing Director,2,Single,10220,2188,7,Yes,16,3,4,3,12,0,3,19,17,14,8,46-60,> 10K,3.0,1
245,39,No,Travel_Rarely,Sales,14,3,Marketing,2,Female,3,4,Sales Representative,4,Married,11703,11414,0,No,21,3,1,0,17,6,3,15,10,13,7,36-45,> 10K,3.0,0
246,55,Yes,Travel_Rarely,Human Resources,14,2,Life Sciences,3,Male,3,2,Manager,4,Single,16472,7221,4,Yes,16,3,3,1,11,1,2,6,3,14,1,46-60,> 10K,3.0,1
247,34,Yes,Non-Travel,Research & Development,25,5,Medical,3,Male,3,3,Laboratory Technician,2,Married,17654,10670,3,Yes,21,3,3,1,7,0,4,40,16,3,6,26-35,> 10K,3.0,1
248,40,Yes,Travel_Rarely,Human Resources,4,1,Technical Degree,1,Male,4,2,Manager,1,Divorced,18570,8746,3,No,24,3,2,2,22,4,2,13,8,5,3,36-45,> 10K,1.33,1
249,41,No,Travel_Rarely,Human Resources,4,2,Technical Degree,1,Male,4,5,Human Resources,1,Divorced,13392,16331,1,No,25,3,2,1,4,4,2,25,5,4,7,36-45,> 10K,1.33,0
250,25,No,Non-Travel,Research & Development,15,1,Technical Degree,3,Male,4,1,Research Director,4,Married,12956,13254,9,Yes,22,3,1,0,6,0,1,25,23,1,12,18-25,> 10K,2.67,0
251,58,No,Travel_Rarely,Sales,15,4,Marketing,3,Male,3,5,Sales Executive,3,Single,16641,12217,0,Yes,22,3,3,1,14,3,3,13,10,8,2,46-60,> 10K,3.0,0
252,23,No,Travel_Rarely,Research & Development,18,4,Medical,2,Female,4,4,Research Scientist,4,Single,14998,17583,5,No,13,3,2,2,2,3,3,6,3,10,4,18-25,> 10K,3.0,0
253,22,No,Travel_Frequently,Research & Development,14,2,Human Resources,2,Male,1,3,Laboratory Technician,2,Divorced,7305,6612,6,No,16,3,1,0,17,1,2,32,24,5,7,18-25,6K-10K,2.0,0
254,46,No,Travel_Rarely,Research & Development,26,3,Human Resources,1,Female,2,1,Manager,2,Single,19782,20272,4,Yes,22,3,1,2,37,5,1,25,1,9,1,46-60,> 10K,1.33,0
255,45,Yes,Travel_Rarely,Sales,1,5,Technical Degree,2,Male,1,2,Sales Representative,2,Divorced,13721,3550,7,No,20,3,1,1,25,1,1,19,8,5,9,36-45,> 10K,1.67,1
256,28,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,Male,1,3,Research Scientist,4,Married,7995,17800,8,No,16,3,2,3,37,2,1,2,0,8,15,26-35,6K-10K,2.0,0
257,18,No,Travel_Rarely,Human Resources,29,3,Marketing,1,Female,4,2,Human Resources,4,Divorced,13427,25443,1,No,22,3,2,1,32,5,4,3,0,0,3,18-25,> 10K,3.0,0
258,60,No,Travel_Rarely,Research & Development,20,5,Technical Degree,4,Female,2,4,Manufacturing Director,1,Married,14782,16565,3,No,19,3,2,1,20,6,2,25,5,6,13,46-60,> 10K,2.33,0
259,36,Yes,Travel_Rarely,Research & Development,10,4,Other,1,Female,1,1,Research Scientist,3,Married,3230,7233,8,Yes,19,3,4,2,16,2,4,10,2,2,2,36-45,3K-6K,2.67,1
260,26,Yes,Travel_Rarely,Sales,10,5,Medical,2,Female,3,4,Manager,4,Married,7511,24019,4,No,12,3,4,3,1,1,1,1,1,3,9,26-35,6K-10K,2.33,1
261,44,No,Travel_Rarely,Research & Development,27,1,Technical Degree,3,Female,3,4,Manager,1,Divorced,17512,13447,2,No,14,3,4,1,24,5,1,13,5,0,12,36-45,> 10K,1.67,0
262,51,No,Travel_Rarely,Human Resources,24,2,Technical Degree,3,Male,3,4,Human Resources,4,Divorced,10461,16036,5,No,19,3,2,0,40,5,1,29,6,2,4,46-60,> 10K,2.67,0
263,21,No,Travel_Rarely,Sales,2,4,Medical,2,Female,3,4,Manager,1,Married,5765,12998,2,No,25,3,2,0,18,2,3,11,0,13,16,18-25,3K-6K,2.0,0
264,53,No,Non-Travel,Research & Development,29,4,Life Sciences,3,Female,2,2,Manufacturing Director,1,Married,14272,2033,4,No,24,4,4,2,37,0,2,25,22,13,16,46-60,> 10K,2.0,0
265,35,No,Non-Travel,Research & Development,28,1,Other,1,Female,3,5,Healthcare Representative,3,Married,6552,26871,2,Yes,23,3,3,2,24,3,3,32,0,13,10,26-35,6K-10K,2.33,0
266,32,No,Travel_Rarely,Research & Development,27,4,Other,3,Female,2,2,Manager,4,Married,1627,13971,5,Yes,14,3,3,3,38,5,4,12,4,6,17,26-35,< 3K,3.67,0
267,30,No,Travel_Rarely,Research & Development,8,4,Human Resources,2,Female,2,3,Research Director,1,Divorced,12989,3429,9,Yes,18,3,3,2,3,6,3,13,5,13,16,26-35,> 10K,2.0,0
268,36,No,Travel_Rarely,Research & Development,1,4,Technical Degree,3,Male,2,4,Manufacturing Director,2,Married,14780,23630,4,No,20,3,3,3,2,6,2,23,12,5,10,36-45,> 10K,2.33,0
269,23,No,Travel_Rarely,Research & Development,1,4,Medical,1,Female,2,3,Manufacturing Director,2,Married,7589,12381,8,No,22,4,4,1,33,5,3,33,33,12,14,18-25,6K-10K,2.0,0
270,29,No,Travel_Frequently,Sales,4,4,Human Resources,1,Female,4,2,Sales Executive,2,Married,3044,3987,2,No,13,3,1,0,9,2,1,25,14,0,7,26-35,3K-6K,1.33,0
271,54,No,Travel_Rarely,Research & Development,7,3,Marketing,2,Female,1,4,Research Scientist,3,Married,14171,24655,5,Yes,13,4,1,0,26,5,4,20,14,14,11,46-60,> 10K,3.0,0
272,34,No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,4,2,Manager,1,Divorced,19725,21266,7,No,19,3,3,0,25,2,4,27,12,8,16,26-35,> 10K,2.33,0
273,40,No,Travel_Frequently,Research & Development,16,1,Technical Degree,2,Male,1,4,Research Director,3,Married,6884,17260,6,No,21,3,2,2,26,0,1,35,25,3,4,36-45,6K-10K,2.0,0
274,43,No,Travel_Rarely,Human Resources,5,4,Life Sciences,4,Female,4,2,Manager,4,Single,9185,12969,5,No,20,3,3,2,0,6,1,39,13,6,3,36-45,6K-10K,3.0,0
